id,name,disc_number,duraction_ms,explicit,track_number,audio_features.danceability,audio_features.energy,audio_features.key,audio_features.loudness,audio_features.mode,audio_features.speechiness,audio_features.acousticness,audio_features.instrumentalness,audio_features.liveness,audio_features.valence,audio_features.tempo,audio_features.time Signature,audio_features.id,artist.id,artist.name,artist.popularity,album.id,album.name,album.release_date,album.total_tracks,albums.id,albums.name,albums.release_date
04S1pkp1VaIqjg8zZqknR5,Enchanted,1,352200,False,9,0.535,0.618,8,-3.913,1,0.0273,0.0716,0.000388,0.169,0.228,81.975,4,04S1pkp1VaIqjg8zZqknR5,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
0PWgAyoxsjwGRuFSO0fyya,Better Than Revenge,1,217173,False,10,0.519,0.917,11,-3.185,0,0.0887,0.0167,2.06e-05,0.359,0.652,145.882,4,0PWgAyoxsjwGRuFSO0fyya,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
0mTgFzkDgSAF3nJY25XCXG,Innocent,1,302266,False,11,0.553,0.604,1,-5.295,0,0.0258,0.202,0.0,0.125,0.186,133.989,4,0mTgFzkDgSAF3nJY25XCXG,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
2YjKcFQ1vYFhQPgsmCOjss,Haunted,1,242093,False,12,0.434,0.944,5,-2.641,1,0.0581,0.0769,0.0,0.151,0.361,162.02,4,2YjKcFQ1vYFhQPgsmCOjss,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
4EUQXLipplO2v9mVaqQtjc,Last Kiss,1,367146,False,13,0.359,0.329,10,-9.531,1,0.0293,0.581,3.75e-05,0.0979,0.208,84.358,3,4EUQXLipplO2v9mVaqQtjc,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
4ewAfHYpDTzpW1GKO44CVP,Long Live,1,317960,False,14,0.412,0.682,7,-4.319,1,0.0339,0.0426,7.47e-05,0.106,0.146,203.959,4,4ewAfHYpDTzpW1GKO44CVP,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
0OAHsZ8vrS2NKom3cvfJQD,Mine - POP Mix,1,230546,False,1,0.696,0.768,7,-3.863,1,0.0308,0.00461,1.21e-06,0.101,0.692,121.05,4,0OAHsZ8vrS2NKom3cvfJQD,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
09cM9BjyNFizKUOXh6j9rT,Sparks Fly,1,260946,False,2,0.608,0.785,5,-2.976,1,0.0311,0.0387,0.0,0.158,0.376,114.985,4,09cM9BjyNFizKUOXh6j9rT,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
0tr6XR58KBdDYd8qvHVTs8,Back To December,1,293040,False,3,0.517,0.606,2,-5.797,1,0.0289,0.0202,0.0,0.324,0.296,141.929,4,0tr6XR58KBdDYd8qvHVTs8,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
2PBghI9zJkQEWBzMSMo2Ki,Speak Now,1,240773,False,4,0.708,0.601,7,-3.75,1,0.0306,0.101,0.0,0.0979,0.742,118.962,4,2PBghI9zJkQEWBzMSMo2Ki,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
1GeLxMgpeCnMJntwyW6rLw,Dear John,1,403887,False,5,0.583,0.468,4,-5.378,1,0.0278,0.183,1.65e-06,0.111,0.126,119.375,3,1GeLxMgpeCnMJntwyW6rLw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
6yM6QsnTCTVOkKEvg3hGlo,Mean,1,237746,False,6,0.57,0.747,4,-3.978,1,0.0426,0.445,0.0,0.219,0.808,164.004,4,6yM6QsnTCTVOkKEvg3hGlo,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
7vBlnGdfOLzVEqiOQQxeU8,The Story Of Us,1,265636,False,7,0.575,0.855,9,-4.827,1,0.0467,0.000315,0.00161,0.0419,0.84,139.92,4,7vBlnGdfOLzVEqiOQQxeU8,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
57w0Uyk2jJAkO2hMJ36xJZ,Never Grow Up,1,290480,False,8,0.715,0.308,2,-8.829,1,0.0305,0.829,0.0,0.16,0.547,124.899,4,57w0Uyk2jJAkO2hMJ36xJZ,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
3sqrvkNC6IPTIXvvbx9Arw,Enchanted,1,352200,False,9,0.535,0.618,8,-3.913,1,0.0273,0.0716,0.000388,0.169,0.228,81.975,4,3sqrvkNC6IPTIXvvbx9Arw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
55mh9j2aB7xZ1Oh463gK8k,Better Than Revenge,1,217173,False,10,0.519,0.917,11,-3.185,0,0.0887,0.0167,2.06e-05,0.359,0.652,145.882,4,55mh9j2aB7xZ1Oh463gK8k,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
4LraIz87diVQdDK0rhi0S4,Innocent,1,302266,False,11,0.553,0.604,1,-5.295,0,0.0258,0.202,0.0,0.125,0.186,133.989,4,4LraIz87diVQdDK0rhi0S4,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
72idZxdEHLbi2YI486c3sE,Haunted,1,242093,False,12,0.434,0.944,5,-2.641,1,0.0581,0.0769,0.0,0.151,0.361,162.02,4,72idZxdEHLbi2YI486c3sE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
1VCJ7vk3Y2DoJIAEOXe3V8,Last Kiss,1,367146,False,13,0.359,0.329,10,-9.531,1,0.0293,0.581,3.75e-05,0.0979,0.208,84.358,3,1VCJ7vk3Y2DoJIAEOXe3V8,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
7BFc7ffruhZ4Hecnqf5xju,Long Live,1,317960,False,14,0.412,0.682,7,-4.319,1,0.0339,0.0426,7.47e-05,0.106,0.146,203.959,4,7BFc7ffruhZ4Hecnqf5xju,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
0hK93KD6Y0j9giUGh4Valj,Ours,1,238173,False,15,0.61,0.556,0,-7.369,1,0.0285,0.505,0.0,0.0851,0.192,159.838,4,0hK93KD6Y0j9giUGh4Valj,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
5tSmAABuoOfR59lrtXdDqm,If This Was A Movie,1,234546,False,16,0.515,0.724,4,-3.498,1,0.0267,0.154,4.05e-06,0.269,0.257,147.788,4,5tSmAABuoOfR59lrtXdDqm,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
6aJ0ipi4EPmu1aTbFeXZnw,Superman,1,276266,False,17,0.582,0.817,7,-3.718,1,0.0337,0.0187,1.94e-06,0.101,0.547,131.983,4,6aJ0ipi4EPmu1aTbFeXZnw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
7k7BOXE4u6luKTwcLEAyrd,Back To December - Acoustic,1,292533,False,18,0.541,0.451,2,-6.522,1,0.027,0.731,0.0,0.197,0.333,141.713,4,7k7BOXE4u6luKTwcLEAyrd,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
6SdBf0ZsJZoKaH5zcDaz9X,Haunted - Acoustic Version,1,217626,False,19,0.574,0.462,5,-5.124,1,0.0252,0.841,0.0,0.28,0.314,80.858,4,6SdBf0ZsJZoKaH5zcDaz9X,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
67Io3gxHwfbUreBf114c0u,Mine,1,230773,False,20,0.621,0.78,7,-2.934,1,0.0297,0.00327,4.55e-06,0.184,0.672,121.038,4,67Io3gxHwfbUreBf114c0u,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
5aNkiOMxQXkpoEY5bTYoCh,Back To December,1,293040,False,21,0.525,0.676,2,-4.684,1,0.0294,0.113,0.0,0.294,0.281,141.95,4,5aNkiOMxQXkpoEY5bTYoCh,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
2jt90bYlYDg1lXYWES34LJ,The Story Of Us,1,266480,False,22,0.546,0.809,4,-3.621,1,0.041,0.00487,0.000372,0.0437,0.649,139.91,4,2jt90bYlYDg1lXYWES34LJ,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01,22,6S6JQWzUrJVcJLK4fi74Fw,Speak Now (Deluxe Package),2010-01-01
6WWvcA62QlnRguluWAk6bv,Jump Then Fall,1,237066,False,1,0.618,0.687,2,-5.737,1,0.0271,0.111,0.0,0.0693,0.82,79.991,4,6WWvcA62QlnRguluWAk6bv,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
6ovFJkdau79DuXEvQjPaNH,Untouchable,1,311040,False,2,0.419,0.454,5,-6.809,1,0.0335,0.0583,3.78e-06,0.0974,0.288,200.017,4,6ovFJkdau79DuXEvQjPaNH,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
13MAWVUSkbGMUi6I7RowRK,Forever & Always - Piano Version,1,267506,False,3,0.592,0.16,9,-10.785,1,0.0347,0.852,0.0,0.116,0.294,118.929,4,13MAWVUSkbGMUi6I7RowRK,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
0cEG04R5cldkTLzK6phlcn,Come In With The Rain,1,238093,False,4,0.527,0.461,2,-6.172,1,0.0256,0.0961,2.47e-06,0.24,0.23,143.94,4,0cEG04R5cldkTLzK6phlcn,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
0XfTh16YcKPzdxMPTeKTAq,SuperStar,1,261453,False,5,0.61,0.531,2,-6.123,1,0.0239,0.367,0.0,0.351,0.228,85.979,4,0XfTh16YcKPzdxMPTeKTAq,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
1yDJcXc549N6AabNBzFAku,The Other Side Of The Door,1,237600,False,6,0.476,0.816,4,-4.279,1,0.0347,0.169,0.0,0.238,0.469,163.847,4,1yDJcXc549N6AabNBzFAku,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
2okho7vU7Nsq1UZD0kgIMi,Fearless,1,242000,False,7,0.598,0.714,5,-4.397,1,0.0273,0.0364,1.04e-06,0.31,0.467,99.979,4,2okho7vU7Nsq1UZD0kgIMi,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
5Ora3Ish2A1JN5veGYTxhw,Fifteen,1,294346,False,8,0.559,0.636,7,-4.4,1,0.0263,0.0728,0.0,0.144,0.214,95.485,4,5Ora3Ish2A1JN5veGYTxhw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
5hnJCRSo4pxRsaEwT9YusG,Love Story,1,235280,False,9,0.618,0.736,2,-3.937,1,0.0308,0.157,0.0,0.073,0.307,118.982,4,5hnJCRSo4pxRsaEwT9YusG,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
3CI1f4yLwdHzcUnH7o0Xyh,Hey Stephen,1,254320,False,10,0.843,0.553,6,-7.348,1,0.0317,0.168,2.66e-06,0.107,0.825,115.997,4,3CI1f4yLwdHzcUnH7o0Xyh,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
5yKB8qcTSflDercM2PXwot,White Horse,1,234440,False,11,0.585,0.346,0,-8.014,1,0.0256,0.302,0.0,0.102,0.195,92.564,4,5yKB8qcTSflDercM2PXwot,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
4kgTdThcDHfuDS2kKxB7Lc,You Belong With Me,1,231146,False,12,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,4,4kgTdThcDHfuDS2kKxB7Lc,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
23qIWGhpwvDgC23TyZOUck,Breathe,1,263986,False,13,0.498,0.486,1,-7.384,1,0.0273,0.373,0.0,0.113,0.17,147.952,4,23qIWGhpwvDgC23TyZOUck,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
4x7Gxk2GfwZJcqpoVT1PbR,Tell Me Why,1,200560,False,14,0.601,0.852,7,-3.096,1,0.0386,0.0606,3.41e-06,0.37,0.513,100.015,4,4x7Gxk2GfwZJcqpoVT1PbR,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
3JhvYnOfKLJuWC7jEU0GmJ,You're Not Sorry,1,261800,False,15,0.459,0.459,6,-4.126,1,0.0275,0.13,2.3e-06,0.113,0.281,134.018,4,3JhvYnOfKLJuWC7jEU0GmJ,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
4pEZUytwBzha5Un6m3SCFf,The Way I Loved You,1,244240,False,16,0.436,0.712,5,-3.689,1,0.0329,0.0322,0.0,0.111,0.379,160.886,4,4pEZUytwBzha5Un6m3SCFf,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
3NKCWBT2uKp8rxSkcvIrdX,Forever & Always,1,225333,False,17,0.605,0.829,10,-4.993,1,0.0549,0.0907,0.0,0.106,0.514,128.012,4,3NKCWBT2uKp8rxSkcvIrdX,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
7CjuAoOiSrwWv7wJonAUmw,The Best Day,1,245346,False,18,0.664,0.447,1,-8.535,1,0.0292,0.611,1e-06,0.139,0.364,126.079,4,7CjuAoOiSrwWv7wJonAUmw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
3gFaNwyiafgUoQhR0pHYA9,Change,1,281053,False,19,0.548,0.756,5,-4.175,1,0.036,0.00471,0.0,0.117,0.224,96.038,4,3gFaNwyiafgUoQhR0pHYA9,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11,19,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),2008-11-11
6zV8AVM9eVfdG7Qahwd64R,Fearless,1,242373,False,1,0.593,0.705,5,-4.43,1,0.0269,0.0449,0.0,0.309,0.472,100.11,4,6zV8AVM9eVfdG7Qahwd64R,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
4yf9OivCH2lmQWN8mzpCC6,Fifteen,1,294306,False,2,0.555,0.648,7,-4.419,1,0.027,0.072,0.0,0.143,0.207,95.431,4,4yf9OivCH2lmQWN8mzpCC6,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
5xPsybHWRHbTYO44xnREY5,Love Story,1,233933,False,3,0.62,0.639,2,-5.398,1,0.0285,0.0186,0.00011,0.206,0.34,119.055,4,5xPsybHWRHbTYO44xnREY5,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
4fWDgRZa0GKE5KZNhE9MQa,Hey Stephen,1,254680,False,4,0.843,0.543,6,-7.364,1,0.0317,0.174,3.87e-06,0.0968,0.826,116.0,4,4fWDgRZa0GKE5KZNhE9MQa,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
1yFjBRQVhRdcdnrTE5LuyD,White Horse,1,233560,False,5,0.587,0.342,0,-8.034,1,0.0257,0.298,0.0,0.106,0.212,92.71,4,1yFjBRQVhRdcdnrTE5LuyD,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
7G6TDmGJXDoBaV6NGj3Yic,You Belong With Me,1,230506,False,6,0.688,0.775,6,-4.436,1,0.0381,0.151,1.98e-05,0.104,0.469,129.969,4,7G6TDmGJXDoBaV6NGj3Yic,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
0qsSmObOgBZfuMIwfAQDBP,Breathe,1,263720,False,7,0.488,0.472,1,-7.39,1,0.0275,0.389,0.0,0.125,0.163,147.926,4,0qsSmObOgBZfuMIwfAQDBP,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
6vLpy7UPYuOa75Bkqocrcw,Tell Me Why,1,200213,False,8,0.606,0.848,7,-3.058,1,0.0374,0.0611,1.99e-06,0.374,0.476,99.999,4,6vLpy7UPYuOa75Bkqocrcw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
4N419mmxYybTfAECy5j4dw,You're Not Sorry,1,261800,False,9,0.471,0.458,6,-4.137,1,0.027,0.145,2.39e-06,0.108,0.309,133.96,4,4N419mmxYybTfAECy5j4dw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
04LDcz3RX1P5sIlzQGqgUN,The Way I Loved You,1,244626,False,10,0.434,0.723,5,-3.748,1,0.0335,0.0315,0.0,0.125,0.412,160.872,4,04LDcz3RX1P5sIlzQGqgUN,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
3yuOL0jFnVR8tizZzNNo0F,Forever & Always,1,225000,False,11,0.604,0.816,10,-5.002,1,0.0537,0.0788,0.0,0.164,0.55,128.0,4,3yuOL0jFnVR8tizZzNNo0F,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
7G9D32Kx7hdQ9Uga1V4VXm,The Best Day,1,245266,False,12,0.671,0.44,1,-8.561,1,0.0287,0.648,3.04e-06,0.141,0.368,126.059,4,7G9D32Kx7hdQ9Uga1V4VXm,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
493jXNrYmXPCMbSJvVRYLk,Change,1,278546,False,13,0.545,0.747,5,-4.231,1,0.037,0.00465,0.0,0.115,0.214,96.017,4,493jXNrYmXPCMbSJvVRYLk,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
5Ct2PYPUSogyWvbV40k9Bf,Our Song - International Mix,1,199933,False,14,0.516,0.696,2,-4.833,1,0.0301,0.00739,1.11e-06,0.354,0.664,177.936,4,5Ct2PYPUSogyWvbV40k9Bf,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
2RM02ladxD5mgdrlAwh3h9,Teardrops On My Guitar - International Mix,1,193640,False,15,0.514,0.557,10,-6.307,1,0.0264,0.0178,0.00755,0.114,0.152,99.974,4,2RM02ladxD5mgdrlAwh3h9,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
2gwvtlwlKhvkfjz7Fcb6Yk,Should've Said No - International Mix,1,245826,False,16,0.398,0.761,4,-4.382,0,0.0377,0.00505,0.000437,0.234,0.454,168.092,4,2gwvtlwlKhvkfjz7Fcb6Yk,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11,16,08CWGiv27MVQhYpuTtvx83,Fearless (International Version),2008-11-11
