id,name,disc_number,duraction_ms,explicit,track_number,audio_features.danceability,audio_features.energy,audio_features.key,audio_features.loudness,audio_features.mode,audio_features.speechiness,audio_features.acousticness,audio_features.instrumentalness,audio_features.liveness,audio_features.valence,audio_features.tempo,audio_features.time Signature,audio_features.id,artist.id,artist.name,artist.popularity,album.id,album.name,album.release_date,album.total_tracks,albums.id,albums.name,albums.release_date
0qAIiGFKLdV1xpNlEhjpq8,New Romantics,1,230466,False,16,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,4,0qAIiGFKLdV1xpNlEhjpq8,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01,19,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01
4FoV729rw7IhoKlMZW5K5V,I Know Places - Voice Memo,1,216333,False,17,0.592,0.128,9,-17.932,0,0.589,0.829,0.0,0.527,0.15,78.828,4,4FoV729rw7IhoKlMZW5K5V,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01,19,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01
4eTXfpHxhxVofrBUjAhPMg,I Wish You Would - Voice Memo,1,107133,False,18,0.781,0.357,0,-16.394,1,0.912,0.717,0.0,0.185,0.645,118.317,4,4eTXfpHxhxVofrBUjAhPMg,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01,19,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01
4e6QU4gpfZj9xxcK856RgG,Blank Space - Voice Memo,1,131186,False,19,0.675,0.234,5,-15.064,0,0.721,0.801,0.0,0.657,0.578,127.296,4,4e6QU4gpfZj9xxcK856RgG,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01,19,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01
10nqz67NQWWa7XPq7ycihi,Welcome To New York,1,212600,False,1,0.793,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.023,4,10nqz67NQWWa7XPq7ycihi,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
2ls70nUDfjzm1lSRDuKxmw,Blank Space,1,231826,False,2,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,4,2ls70nUDfjzm1lSRDuKxmw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
71PmZqBXH0RUETqxpwlV0w,Style,1,231000,False,3,0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,4,71PmZqBXH0RUETqxpwlV0w,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
7EpVQjqtKygiwJIASxMWNg,Out Of The Woods,1,235800,False,4,0.552,0.841,7,-6.938,1,0.0372,0.00103,1.23e-05,0.337,0.342,91.993,4,7EpVQjqtKygiwJIASxMWNg,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
4NNolUeL5m2ju7kf8pdg6H,All You Had To Do Was Stay,1,193293,False,5,0.602,0.735,5,-5.778,1,0.0337,0.00196,4.77e-05,0.105,0.472,96.969,4,4NNolUeL5m2ju7kf8pdg6H,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
1kKlhuQE0HXp1IwBRpaH2P,Shake It Off,1,219200,False,6,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,4,1kKlhuQE0HXp1IwBRpaH2P,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
5RVJ6VKfwtosA5Q1qeHdjF,I Wish You Would,1,207440,False,7,0.649,0.898,0,-5.963,1,0.0511,0.016,9.9e-05,0.109,0.503,118.027,4,5RVJ6VKfwtosA5Q1qeHdjF,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
0TvQLMecTE8utzoNmvXRbK,Bad Blood,1,211933,False,8,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,4,0TvQLMecTE8utzoNmvXRbK,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,1,220440,False,9,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,3fVnlF4pGqWI9flVENcT28,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
5Z9ocF6ng0m2haHnKtHwTp,How You Get The Girl,1,247533,False,10,0.764,0.659,5,-6.136,1,0.0492,0.00463,0.00458,0.0915,0.525,119.982,4,5Z9ocF6ng0m2haHnKtHwTp,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
7lTxQZVXlvIX7Z3szSy8Sh,This Love,1,250093,False,11,0.485,0.459,4,-8.768,1,0.0337,0.635,0.0,0.101,0.0858,71.981,4,7lTxQZVXlvIX7Z3szSy8Sh,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
6Ck9WerfsyvC4v4AylUoDp,I Know Places,1,195706,False,12,0.595,0.763,0,-4.991,1,0.0661,0.231,0.0,0.2,0.507,159.959,4,6Ck9WerfsyvC4v4AylUoDp,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
2k43eySbfpDVx0PrO99UI8,Clean,1,271000,False,13,0.81,0.38,4,-7.755,1,0.035,0.242,0.0,0.113,0.211,103.981,4,2k43eySbfpDVx0PrO99UI8,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01,13,5fy0X0JmZRZnVa2UEicIOl,1989,2014-01-01
0b16LTzby1YRVd2nq2Z0fw,State Of Grace,1,295720,False,1,0.588,0.825,4,-5.882,1,0.0328,0.000197,0.00138,0.0884,0.397,129.968,4,0b16LTzby1YRVd2nq2Z0fw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
7gJtmLyPTwKzhGzMBXtuXH,Red,1,223093,False,2,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-05,0.0911,0.641,124.978,4,7gJtmLyPTwKzhGzMBXtuXH,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
7nECwCDHS1JvQbrmuorZIH,Treacherous,1,242760,False,3,0.704,0.621,2,-8.086,1,0.0334,0.101,4.3e-06,0.14,0.395,109.995,4,7nECwCDHS1JvQbrmuorZIH,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
3lKZf71jeNi14udIFPJ29V,I Knew You Were Trouble.,1,219720,False,4,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,4,3lKZf71jeNi14udIFPJ29V,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
6GNRkaWUB0Lwc19SdkTgx8,All Too Well,1,329160,False,5,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.128,0.337,93.06,4,6GNRkaWUB0Lwc19SdkTgx8,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
3WC5CVAahvn98hiseoIvbw,22,1,232120,False,6,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,4,3WC5CVAahvn98hiseoIvbw,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
1eyqSYBCTane4rl4vc6PWJ,I Almost Do,1,244560,False,7,0.567,0.481,4,-7.357,1,0.027,0.0173,4.13e-05,0.182,0.233,145.865,4,1eyqSYBCTane4rl4vc6PWJ,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
6kISMRfweKSvgHR0urMQFG,We Are Never Ever Getting Back Together,1,193146,False,8,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,4,6kISMRfweKSvgHR0urMQFG,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
0F2S1QlnMaOfmNHIgmES3k,Stay Stay Stay,1,205853,False,9,0.729,0.748,0,-6.67,1,0.0245,0.307,1.29e-06,0.0962,0.928,99.981,4,0F2S1QlnMaOfmNHIgmES3k,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
2Tz4JnXZOcjcp8fWfMjBBk,The Last Time,1,299013,False,10,0.505,0.443,2,-7.039,1,0.0276,0.035,3.15e-06,0.0906,0.123,94.069,4,2Tz4JnXZOcjcp8fWfMjBBk,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
3KmYVOuK2eG7LGP7qQ8DLR,Holy Ground,1,202960,False,11,0.627,0.816,4,-6.698,1,0.0774,0.0162,0.00208,0.0965,0.648,157.043,4,3KmYVOuK2eG7LGP7qQ8DLR,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
70e9zuv2pJc7ON1OUAJ1zl,Sad Beautiful Tragic,1,284866,False,12,0.624,0.34,7,-12.411,1,0.029,0.632,0.0337,0.0805,0.261,129.987,3,70e9zuv2pJc7ON1OUAJ1zl,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
5VQLMrWhailAhErKNUSnv1,The Lucky One,1,240266,False,13,0.706,0.499,4,-7.675,1,0.0369,0.0371,0.0,0.132,0.545,117.937,4,5VQLMrWhailAhErKNUSnv1,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
5PjfMmF06QtxTPZBZHdhoZ,Everything Has Changed,1,245413,False,14,0.624,0.458,6,-6.755,1,0.0287,0.36,3.89e-06,0.311,0.436,80.016,4,5PjfMmF06QtxTPZBZHdhoZ,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
1gL4vMhDV3RgJQmDuY5HK1,Starlight,1,220600,False,15,0.649,0.777,9,-5.804,1,0.0406,0.0213,0.000335,0.21,0.587,126.018,4,1gL4vMhDV3RgJQmDuY5HK1,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
1yG491M3fRfowMdGN5pey4,Begin Again,1,239426,False,16,0.53,0.526,7,-8.349,1,0.0263,0.199,3.52e-06,0.14,0.323,79.025,4,1yG491M3fRfowMdGN5pey4,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
4qTAwKJQ68gmnrnfPD3vlO,The Moment I Knew,1,286613,False,17,0.619,0.506,7,-7.327,1,0.0315,0.187,1.47e-05,0.101,0.274,126.03,4,4qTAwKJQ68gmnrnfPD3vlO,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
1n8rB9AhxiAvVP1E2c3yOd,Come Back...Be Here,1,223920,False,18,0.483,0.548,4,-6.291,1,0.0254,0.00471,2.01e-06,0.0997,0.217,79.926,4,1n8rB9AhxiAvVP1E2c3yOd,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
6VFpuI0DDmbC5UyWZQ4IRY,Girl At Home,1,220840,False,19,0.733,0.59,5,-5.86,1,0.0284,0.272,0.0,0.134,0.633,125.048,4,6VFpuI0DDmbC5UyWZQ4IRY,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
7skiELMb9SiQCcBpsExIJf,Treacherous - Original Demo Recording,1,240266,False,20,0.828,0.64,2,-8.248,1,0.0355,0.175,6.14e-05,0.0991,0.519,109.993,4,7skiELMb9SiQCcBpsExIJf,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
2OghnlGqZZsFzHjG0CSE9l,Red - Original Demo Recording,1,227080,False,21,0.678,0.902,1,-4.659,0,0.0358,0.113,0.000235,0.0705,0.637,124.998,4,2OghnlGqZZsFzHjG0CSE9l,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
5mfDBWY7ncZFm7ykmFTG4i,State Of Grace - Acoustic,1,323080,False,22,0.626,0.118,7,-15.91,1,0.0305,0.664,0.000169,0.127,0.0682,105.597,4,5mfDBWY7ncZFm7ykmFTG4i,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22,22,1KVKqWeRuXsJDLTW0VuD29,Red (Deluxe Edition),2012-10-22
1aBJNc2thaKyh5THWzIqHX,Sparks Fly - Live/2011,1,336826,False,1,0.455,0.783,5,-5.184,1,0.0393,0.00917,0.0,0.918,0.298,114.981,4,1aBJNc2thaKyh5THWzIqHX,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
7yndkPYP6YQQLBpPsizDfh,Mine - Live/2011,1,259279,False,2,0.496,0.852,7,-4.775,1,0.0373,0.00233,0.0,0.554,0.442,120.969,4,7yndkPYP6YQQLBpPsizDfh,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
72GIZuUXo14oyrS0si3Rgc,The Story Of Us - Live,1,290520,False,3,0.419,0.908,9,-5.156,1,0.0651,0.00048,0.0,0.815,0.472,139.813,4,72GIZuUXo14oyrS0si3Rgc,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
7mFiEij8AXPUZB7aKLbUlQ,Mean - Live/2011,1,246373,False,4,0.429,0.915,4,-4.373,1,0.069,0.154,0.0,0.693,0.432,163.752,4,7mFiEij8AXPUZB7aKLbUlQ,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
68QyrSzpnoU04AAhE5z8lj,Ours - Live/2011,1,245973,False,5,0.421,0.355,0,-10.21,1,0.0298,0.715,0.0,0.867,0.267,77.769,4,68QyrSzpnoU04AAhE5z8lj,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
1IsquhJFJ0qcFZI7FeAEuN,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,1,362826,False,6,0.374,0.516,2,-8.745,1,0.0294,0.155,0.0,0.795,0.171,142.057,4,1IsquhJFJ0qcFZI7FeAEuN,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
6505MLhnqTDDg4tjoUz2Wp,Better Than Revenge - Live/2011,1,344573,False,7,0.445,0.887,11,-5.629,0,0.0768,0.00306,2.67e-05,0.931,0.386,145.954,4,6505MLhnqTDDg4tjoUz2Wp,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
3QFB14MOUf3imlyISNmrbT,Speak Now - Live/2011,1,248146,False,8,0.615,0.694,7,-5.251,1,0.0318,0.0636,1.28e-06,0.83,0.373,118.876,4,3QFB14MOUf3imlyISNmrbT,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
6hH37tyeRdyan1mAppmVor,Last Kiss - Live/2011,1,369066,False,9,0.427,0.395,0,-12.551,1,0.0291,0.205,8.73e-06,0.701,0.188,79.517,3,6hH37tyeRdyan1mAppmVor,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
0BSmbCIY36iw04azzJ3S0S,Drops Of Jupiter - Live/2011,1,315173,False,10,0.374,0.504,2,-8.407,1,0.0392,0.806,0.0,0.76,0.27,109.025,5,0BSmbCIY36iw04azzJ3S0S,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
6KF9xd2hBLuexrmBX4vUWD,Bette Davis Eyes - Live/2011,1,189146,False,11,0.327,0.488,6,-9.287,1,0.0322,0.713,0.0,0.837,0.363,104.46,4,6KF9xd2hBLuexrmBX4vUWD,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
4KB3zBArZ1rHRExilzycaV,I Want You Back - Live/2011,1,83253,False,12,0.536,0.512,6,-6.794,1,0.0341,0.794,0.000122,0.497,0.249,97.397,4,4KB3zBArZ1rHRExilzycaV,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
4DbI1rr4IQ2bc8nejy9ttd,Dear John - Live/2011,1,404680,False,13,0.521,0.386,4,-8.784,1,0.0301,0.0157,0.0,0.884,0.138,119.518,3,4DbI1rr4IQ2bc8nejy9ttd,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
3lm4L3pPL32PFy74dR17OR,Enchanted - Live/2011,1,389213,False,14,0.34,0.663,8,-5.597,1,0.0331,0.0747,2.34e-06,0.563,0.214,163.678,4,3lm4L3pPL32PFy74dR17OR,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
6znB7YZhMJT2B83zfbiyLq,Haunted - Live/2011,1,292426,False,15,0.338,0.818,5,-7.495,1,0.0496,0.0245,0.0,0.889,0.177,162.157,4,6znB7YZhMJT2B83zfbiyLq,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
5QkzyLUb4ggojNDp8G2OxX,Long Live - Live/2011,1,376466,False,16,0.544,0.728,7,-5.838,1,0.0282,0.0053,0.0,0.865,0.204,101.939,4,5QkzyLUb4ggojNDp8G2OxX,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25,16,6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,2010-10-25
0GxW5K0qzrq7L1jwSY5OmY,Mine - POP Mix,1,230546,False,1,0.696,0.768,7,-3.863,1,0.0308,0.00461,1.21e-06,0.101,0.692,121.05,4,0GxW5K0qzrq7L1jwSY5OmY,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
46NGAvL695VnbcSeTmQWmM,Sparks Fly,1,260946,False,2,0.608,0.785,5,-2.976,1,0.0311,0.0387,0.0,0.158,0.376,114.985,4,46NGAvL695VnbcSeTmQWmM,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
5l6GqSxplqnZbLg0LTPQeG,Back To December,1,293040,False,3,0.517,0.606,2,-5.797,1,0.0289,0.0202,0.0,0.324,0.296,141.929,4,5l6GqSxplqnZbLg0LTPQeG,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
7dXKdjpOaH2iwfFKmUj7aq,Speak Now,1,240773,False,4,0.708,0.601,7,-3.75,1,0.0306,0.101,0.0,0.0979,0.742,118.962,4,7dXKdjpOaH2iwfFKmUj7aq,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
3K2es3gElMRJ3qvmPW442g,Dear John,1,403933,False,5,0.583,0.468,4,-5.378,1,0.0278,0.183,1.65e-06,0.111,0.126,119.375,3,3K2es3gElMRJ3qvmPW442g,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
0KztjtD3ytzgYjUKIVfBnW,Mean,1,237746,False,6,0.57,0.747,4,-3.978,1,0.0426,0.445,0.0,0.219,0.808,164.004,4,0KztjtD3ytzgYjUKIVfBnW,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
3lXekiVK1ZPZbKconsys73,The Story Of Us,1,265680,False,7,0.575,0.855,9,-4.827,1,0.0467,0.000315,0.00161,0.0419,0.84,139.92,4,3lXekiVK1ZPZbKconsys73,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
3JilapcaOXzjR9gtvCY8FO,Never Grow Up,1,290480,False,8,0.715,0.308,2,-8.829,1,0.0305,0.829,0.0,0.16,0.547,124.899,4,3JilapcaOXzjR9gtvCY8FO,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25,14,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-10-25
